local_hour,hw_nohw_diff_HEAT_FROM_AC,Total
0,0.0032893303,0
1,0.0026875203,0
2,0.0022144606,0
3,0.0018314637,0
4,0.0015101611,0
5,0.0013039061,0
6,0.0011274345,0
7,0.001042696,0
8,0.00110234,0
9,0.0013646758,0
10,0.0018338338,0
11,0.002367403,0
12,0.0031693892,0
13,0.0042837355,0
14,0.005628489,0
15,0.006914658,0
16,0.00788157,0
17,0.008395975,0
18,0.008257734,0
19,0.0075273374,0
20,0.0065172496,0
21,0.0055358284,0
22,0.0047515836,0
23,0.0039933403,0
